Area,perimeter,major_axis_length,Minor_axis_length,eccentricity,convex_area,extent,class
16436,529.8629760742188,230.93104553222656,91.065185546875,0.9189649224281311,16648,0.6341049671173096,1
11809,455.0830078125,185.42010498046875,83.61376190185547,0.8925531506538391,12318,0.6488461494445801,1
14818,499.3599853515625,208.87550354003906,91.91077423095703,0.8979847431182861,15204,0.5754116177558899,1
12368,455.02398681640625,195.93934631347656,80.8090591430664,0.9109944105148315,12573,0.7969072461128235,1
11491,440.468994140625,183.99533081054688,80.8708724975586,0.8982294797897339,11819,0.6649883985519409,1
11493,447.15399169921875,185.53111267089844,79.75233459472656,0.9028957486152649,11801,0.5700892806053162,1
13235,465.8160095214844,193.54562377929688,88.63944244384766,0.888964056968689,13629,0.5654774904251099,1
16593,524.8380126953125,218.10382080078125,97.85260009765625,0.8937067985534668,16814,0.5932852029800415,1
15326,505.37799072265625,208.0990753173828,95.35768127441406,0.8888325691223145,15684,0.5862147808074951,1
15385,505.5780029296875,211.73011779785156,94.12325286865234,0.895757257938385,15726,0.5879093408584595,1
12907,465.3420104980469,195.65496826171875,84.8821792602539,0.9009918570518494,13151,0.5733386874198914,1
13413,465.6050109863281,198.85272216796875,86.09415435791016,0.9014158248901367,13620,0.6353259086608887,1
14369,491.04400634765625,207.94737243652344,89.12214660644531,0.9035037159919739,14679,0.60399329662323,1
13907,485.7200012207031,202.58108520507812,89.20242309570312,0.8978362679481506,14358,0.5557242631912231,1
14577,489.9079895019531,204.8460235595703,91.23347473144531,0.8953436613082886,14870,0.7813990712165833,1
15168,504.9800109863281,212.82603454589844,91.61981964111328,0.9025945663452148,15432,0.58365398645401,1
15159,515.1309814453125,216.06192016601562,91.02570343017578,0.9069238901138306,15685,0.6507125496864319,1
16024,527.4210205078125,226.2627716064453,91.60111236572266,0.9143857955932617,16355,0.5356868505477905,1
13200,472.4649963378906,203.31373596191406,83.57887268066406,0.9115977883338928,13467,0.7452995181083679,1
12396,460.00201416015625,195.32330322265625,81.92961120605469,0.9077754616737366,12676,0.7330573797225952,1
13201,461.5190124511719,192.8850860595703,87.83331298828125,0.8903043270111084,13408,0.6349076628684998,1
14843,510.10198974609375,220.03585815429688,86.50135803222656,0.9194855093955994,15155,0.5331537127494812,1
14331,495.14300537109375,212.02896118164062,86.86128997802734,0.9122350811958313,14723,0.6657840013504028,1
16606,516.364990234375,211.59420776367188,101.76990509033203,0.8767384886741638,17032,0.7071197628974915,1
15953,522.1859741210938,220.75523376464844,93.04209899902344,0.906841516494751,16307,0.7893617153167725,1
12072,452.2619934082031,192.72190856933594,80.28836822509766,0.9090889096260071,12342,0.6941521763801575,1
12417,455.0830078125,187.2952117919922,85.61137390136719,0.8894187808036804,12851,0.658761739730835,1
13029,466.8869934082031,197.7262420654297,84.60392761230469,0.9038335680961609,13300,0.6100575923919678,1
13919,472.2279968261719,194.6864013671875,91.6257553100586,0.8823293447494507,14169,0.7013857364654541,1
14675,493.27301025390625,206.79371643066406,91.58906555175781,0.8965706825256348,15039,0.5661651492118835,1
13256,462.7239990234375,194.1487579345703,87.72887420654297,0.8920867443084717,13465,0.6474236845970154,1
13862,482.2139892578125,199.17962646484375,89.91951751708984,0.8922967314720154,14218,0.575903594493866,1
15178,514.7420043945312,219.3329620361328,89.01123809814453,0.9139499068260193,15638,0.7875674366950989,1
13964,481.2300109863281,201.55929565429688,89.30014038085938,0.8964986205101013,14275,0.5832915902137756,1
13422,474.9549865722656,196.45425415039062,88.85059356689453,0.8918805122375488,13817,0.5598098039627075,1
14855,495.89898681640625,208.57061767578125,92.4272232055664,0.8964495062828064,15191,0.590609073638916,1
12971,458.0350036621094,192.33746337890625,86.75472259521484,0.8924962878227234,13248,0.7774514555931091,1
14950,496.8840026855469,207.8227996826172,93.10913848876953,0.8940226435661316,15422,0.5793226361274719,1
14944,512.1370239257812,227.416259765625,84.24710845947266,0.9288510680198669,15147,0.8123505115509033,1
16283,516.7360229492188,217.70950317382812,96.08863067626953,0.8973292708396912,16649,0.7800613045692444,1
12653,461.6199951171875,195.89385986328125,83.49929809570312,0.9046065211296082,12973,0.5764989852905273,1
14007,490.6600036621094,205.3961181640625,88.06983947753906,0.9034087061882019,14433,0.7689393758773804,1
15401,499.2640075683594,202.64988708496094,97.76850128173828,0.8759233355522156,15760,0.6173240542411804,1
14625,497.25201416015625,212.7985076904297,88.36369323730469,0.9097092151641846,14924,0.5489452481269836,1
14626,502.35699462890625,212.7346954345703,88.58338928222656,0.9091801047325134,14997,0.5815044641494751,1
13998,484.8819885253906,198.72129821777344,90.92340850830078,0.8891878128051758,14328,0.5995117425918579,1
17250,528.0989990234375,220.79893493652344,101.24916076660156,0.8886643648147583,17570,0.8396612405776978,1
14819,497.8349914550781,210.3746795654297,90.70984649658203,0.9022648334503174,15119,0.5906807780265808,1
14794,501.5690002441406,213.49099731445312,89.19424438476562,0.9085439443588257,15202,0.6806219816207886,1
13368,487.5509948730469,202.5396270751953,86.57293701171875,0.9040451049804688,13965,0.7182462811470032,1
14586,484.0530090332031,196.4033966064453,95.85621643066406,0.8728113174438477,14976,0.7715418934822083,1
12210,453.1239929199219,189.4207763671875,83.1553955078125,0.89848792552948,12641,0.6373316645622253,1
14732,497.6940002441406,207.46820068359375,91.29447174072266,0.8979777693748474,15000,0.5803655982017517,1
13410,477.0849914550781,195.79893493652344,88.77674865722656,0.8913032412528992,13842,0.5723431706428528,1
13658,499.3739929199219,206.50973510742188,85.75654602050781,0.9096998572349548,14177,0.5402689576148987,1
13072,484.7879943847656,206.88693237304688,81.92671966552734,0.9182515740394592,13593,0.70415860414505,1
16059,522.7239990234375,217.8501434326172,95.15388488769531,0.8995654582977295,16675,0.6884592175483704,1
13002,472.4739990234375,198.0772705078125,85.7991714477539,0.9013170003890991,13432,0.6947368383407593,1
12752,462.3599853515625,190.7341766357422,86.67176055908203,0.8907920122146606,13112,0.6284250020980835,1
13153,479.56201171875,207.92393493652344,80.9425048828125,0.9211156368255615,13339,0.6847667694091797,1
13857,498.02899169921875,220.26657104492188,80.39958190917969,0.9310034513473511,14053,0.5079545378684998,1
13929,487.98199462890625,202.9543914794922,87.97098541259766,0.9011766314506531,14266,0.6553281545639038,1
16253,525.4819946289062,218.52755737304688,95.9118423461914,0.8985357284545898,16690,0.5679689645767212,1
14850,511.9909973144531,223.14736938476562,85.4997329711914,0.9236845970153809,15131,0.5766990184783936,1
14560,487.1289978027344,200.73951721191406,93.2265853881836,0.8856173157691956,14867,0.6734505295753479,1
15164,501.6520080566406,212.1584014892578,92.44684600830078,0.9000704288482666,15461,0.701063334941864,1
14566,498.0260009765625,208.22543334960938,90.54054260253906,0.9005175232887268,14927,0.5608347654342651,1
14627,498.072998046875,205.78753662109375,92.42831420898438,0.8934592008590698,15091,0.6055224537849426,1
16454,518.1090087890625,217.09852600097656,97.78069305419922,0.8928279876708984,16893,0.7971899509429932,1
15458,511.9519958496094,216.607666015625,91.7917251586914,0.9057700634002686,15854,0.5840480327606201,1
14189,483.93701171875,203.37759399414062,90.07769012451172,0.8965667486190796,14538,0.7131226062774658,1
15545,516.8690185546875,217.11868286132812,92.24694061279297,0.9052549600601196,16019,0.6574884653091431,1
14522,499.82501220703125,217.6743621826172,85.6878890991211,0.9192596673965454,14719,0.5319414138793945,1
16566,527.5859985351562,217.09457397460938,98.10107421875,0.8920778632164001,16987,0.7519063353538513,1
13970,494.6289978027344,210.52755737304688,85.43404388427734,0.9139577746391296,14308,0.550541877746582,1
14488,489.8179931640625,204.66519165039062,91.22494506835938,0.8951686024665833,14826,0.6382941007614136,1
14483,512.7210083007812,215.76815795898438,86.27912139892578,0.9165720343589783,14912,0.5322871208190918,1
13853,471.6409912109375,195.21249389648438,91.29154205322266,0.8839125633239746,14213,0.6533201336860657,1
15700,525.8090209960938,224.03887939453125,90.31891632080078,0.9151385426521301,16308,0.6761703491210938,1
13777,480.83599853515625,197.00587463378906,90.18474578857422,0.8890670537948608,14266,0.6326399445533752,1
15069,505.4549865722656,211.906494140625,91.93553924560547,0.9009853601455688,15431,0.5535189509391785,1
15764,513.843994140625,212.16506958007812,95.95990753173828,0.891871452331543,16258,0.604702889919281,1
16258,518.77001953125,214.28646850585938,97.3790054321289,0.890780508518219,16551,0.7075771689414978,1
18313,538.4979858398438,222.46424865722656,106.18474578857422,0.8787341713905334,18724,0.6244203448295593,1
13605,466.93701171875,191.52223205566406,91.73204803466797,0.8778351545333862,13919,0.6120107769966125,1
13930,484.86199951171875,205.2724609375,87.23548889160156,0.905205488204956,14330,0.7994261384010315,1
15301,515.5269775390625,220.29212951660156,89.46644592285156,0.9138169288635254,15690,0.5376695394515991,1
14277,492.031005859375,213.29962158203125,85.51837158203125,0.9161083698272705,14481,0.5425216555595398,1
15077,504.6369934082031,212.9424591064453,91.2126693725586,0.9036156535148621,15404,0.7864893078804016,1
13102,479.27301025390625,202.50767517089844,83.75623321533203,0.9104608297348022,13528,0.617989718914032,1
15975,522.8040161132812,218.4176788330078,94.04412841796875,0.9025571346282959,16290,0.5676367282867432,1
15258,505.1629943847656,214.0193328857422,91.61249542236328,0.9037516713142395,15497,0.5741270184516907,1
14260,501.0409851074219,208.8331756591797,88.9631576538086,0.9047226309776306,14737,0.613175094127655,1
14706,503.3070068359375,212.68402099609375,89.08658599853516,0.9080470204353333,15074,0.595963716506958,1
13789,471.3030090332031,198.52346801757812,88.71288299560547,0.8946021795272827,14025,0.6313644647598267,1
13342,488.2699890136719,208.66551208496094,83.16635131835938,0.9171409606933594,13703,0.5259382128715515,1
13555,477.8699951171875,202.6370849609375,85.78795623779297,0.9059626460075378,13851,0.5780630111694336,1
14436,486.989013671875,204.49769592285156,90.86436462402344,0.89586341381073,14709,0.6418567299842834,1
14421,489.8179931640625,204.9568328857422,90.34169006347656,0.8976131677627563,14716,0.6252601742744446,1
13501,472.4830017089844,198.07203674316406,87.68961334228516,0.8966619968414307,13787,0.6340283751487732,1
14287,486.4020080566406,200.142578125,91.99419403076172,0.8881036043167114,14654,0.7113268375396729,1
14633,495.093994140625,208.78053283691406,90.25591278076172,0.9017296433448792,14978,0.6436048746109009,1
14682,505.031005859375,219.88632202148438,86.04150390625,0.9202631711959839,15155,0.5529110431671143,1
12240,454.31298828125,190.9279022216797,83.64929962158203,0.8989166021347046,12555,0.75789475440979,1
14985,516.9609985351562,219.53338623046875,88.00939178466797,0.9161248803138733,15412,0.6229733228683472,1
14826,514.531982421875,219.37294006347656,86.88575744628906,0.9182228446006775,15170,0.5430769324302673,1
14954,501.85699462890625,212.0377655029297,90.79552459716797,0.9036818742752075,15225,0.8146211504936218,1
14930,506.781005859375,207.59666442871094,92.551513671875,0.8951207995414734,15361,0.6125128269195557,1
16401,521.0770263671875,213.10256958007812,99.5418930053711,0.8842003345489502,16781,0.7266082167625427,1
13237,478.010986328125,199.68923950195312,85.27763366699219,0.9042271971702576,13627,0.5585231781005859,1
14536,501.9209899902344,216.37054443359375,86.67998504638672,0.9162490963935852,14988,0.5440527200698853,1
12016,469.42498779296875,196.94924926757812,79.83517456054688,0.914157509803772,12464,0.5629684925079346,1
15369,499.2659912109375,205.8752899169922,95.93621826171875,0.884788990020752,15666,0.616041362285614,1
16156,495.7139892578125,197.27430725097656,105.53797912597656,0.8448641896247864,16434,0.7094054818153381,1
15554,502.09600830078125,206.27752685546875,97.223388671875,0.8819605708122253,15826,0.8273404240608215,1
12347,438.8059997558594,181.89268493652344,86.8776626586914,0.8785603046417236,12529,0.8065717220306396,1
12688,466.8380126953125,193.7866668701172,84.3717041015625,0.9002445936203003,12956,0.6018975377082825,1
14587,491.8039855957031,204.83462524414062,91.91319274902344,0.8936728835105896,14926,0.6098244190216064,1
15398,518.7449951171875,215.32907104492188,93.0628890991211,0.9017829895019531,15753,0.7981546521186829,1
14881,495.6180114746094,206.66783142089844,93.32417297363281,0.8922377228736877,15225,0.5839808583259583,1
14800,502.6189880371094,213.9949188232422,88.85567474365234,0.9097195267677307,15123,0.7912322878837585,1
15480,494.2760009765625,201.78700256347656,98.61820220947266,0.8724383115768433,15760,0.6623876690864563,1
13952,484.9469909667969,201.3228302001953,89.5103759765625,0.8957237005233765,14349,0.656410276889801,1
14243,481.322998046875,198.6628875732422,92.82254028320312,0.8841323852539062,14592,0.794499933719635,1
15056,499.1709899902344,202.8936004638672,96.13976287841797,0.8806092143058777,15517,0.7035514116287231,1
15072,511.1759948730469,221.7821044921875,87.38172912597656,0.9191112518310547,15392,0.5508772134780884,1
13560,479.1990051269531,197.5580291748047,88.77228546142578,0.8933568596839905,14033,0.6917661428451538,1
17192,528.3419799804688,222.94993591308594,99.0926742553711,0.8957979083061218,17457,0.6289142370223999,1
15196,498.1449890136719,212.24375915527344,91.67678833007812,0.9019018411636353,15427,0.71275794506073,1
16318,537.447021484375,232.0368194580078,90.71050262451172,0.9204197525978088,16592,0.5981671810150146,1
15521,506.0480041503906,209.5179901123047,95.46241760253906,0.8901699185371399,15956,0.5784510970115662,1
12573,471.6449890136719,199.3369903564453,81.58099365234375,0.9124170541763306,12979,0.534566342830658,1
13607,482.8179931640625,202.8472442626953,86.15413665771484,0.905322790145874,13901,0.5568423867225647,1
12809,455.1440124511719,189.0794677734375,87.2080307006836,0.8872836232185364,13025,0.5900046229362488,1
13183,464.5719909667969,190.69126892089844,88.76956176757812,0.8850402235984802,13473,0.5939090847969055,1
14528,475.447998046875,192.1985626220703,97.41742706298828,0.8620294332504272,14795,0.6294900178909302,1
17048,525.5380249023438,219.48858642578125,99.73429870605469,0.8908008337020874,17318,0.6923326849937439,1
14559,496.52398681640625,213.3963623046875,87.1353988647461,0.912835955619812,14765,0.7108192443847656,1
13698,478.5989990234375,199.0602569580078,88.7896499633789,0.8950110077857971,13932,0.5755946040153503,1
14005,485.45599365234375,207.13385009765625,86.8755111694336,0.9077935814857483,14212,0.5638083815574646,1
15560,502.96600341796875,213.9631805419922,93.12080383300781,0.9003247022628784,15789,0.7836816906929016,1
13853,479.7229919433594,193.40188598632812,92.85980987548828,0.8771923780441284,14338,0.5863703489303589,1
16138,531.0590209960938,224.3472137451172,92.94733428955078,0.910139799118042,16482,0.5396602749824524,1
14686,490.406005859375,203.03379821777344,93.82804107666016,0.886812150478363,15065,0.6146827340126038,1
15264,506.6659851074219,208.7614288330078,95.73719024658203,0.888644814491272,15712,0.6075223684310913,1
13895,488.25299072265625,207.03448486328125,86.1609878540039,0.9092880487442017,14228,0.782905101776123,1
13290,469.7120056152344,197.26925659179688,86.32833862304688,0.8991615772247314,13570,0.6826937794685364,1
13909,474.11199951171875,197.4583740234375,90.17406463623047,0.8896341919898987,14227,0.7429624199867249,1
14730,483.70599365234375,196.45126342773438,96.88642883300781,0.8699255585670471,15006,0.6530992388725281,1
14523,491.93701171875,205.1251220703125,91.14208221435547,0.8958659768104553,14849,0.6100050210952759,1
13983,481.65899658203125,198.3904571533203,90.4981460571289,0.8898968696594238,14306,0.5880151391029358,1
12549,456.93499755859375,193.39151000976562,83.70135498046875,0.9014862179756165,12905,0.7970655560493469,1
14289,502.8139953613281,216.60838317871094,85.56938171386719,0.9186630845069885,14612,0.5410040616989136,1
14994,508.3070068359375,215.56980895996094,89.61988067626953,0.9094858765602112,15246,0.5507640242576599,1
13283,477.28900146484375,198.27066040039062,86.35545349121094,0.9001677632331848,13616,0.6111341118812561,1
14958,505.2569885253906,216.3762969970703,88.34890747070312,0.9128426909446716,15235,0.7086076736450195,1
14852,495.8169860839844,205.71363830566406,92.94775390625,0.8921036720275879,15202,0.601295530796051,1
14966,490.7430114746094,207.63941955566406,92.16422271728516,0.8960928320884705,15158,0.7888467311859131,1
13394,480.5719909667969,205.4011688232422,83.80127716064453,0.9129871726036072,13699,0.6501941680908203,1
16678,523.3099975585938,216.89736938476562,99.0448989868164,0.8896494507789612,17089,0.803449273109436,1
17253,536.6939697265625,223.62705993652344,98.94525146484375,0.8967899680137634,17678,0.6729989051818848,1
13822,491.6610107421875,212.13540649414062,83.65462493896484,0.918962299823761,14073,0.6546987295150757,1
14747,501.7659912109375,213.7421875,88.5816421508789,0.9100801944732666,15070,0.764410138130188,1
15274,511.0539855957031,211.2999267578125,93.12004852294922,0.8976540565490723,15669,0.693264365196228,1
14471,491.3420104980469,200.4131622314453,92.81940460205078,0.8862850069999695,14736,0.5859653353691101,1
15119,508.3420104980469,213.37930297851562,91.25335693359375,0.9039406180381775,15612,0.7237780690193176,1
13277,463.9679870605469,193.06089782714844,88.17571258544922,0.8896080255508423,13454,0.610156238079071,1
12988,461.9909973144531,188.7729034423828,88.50921630859375,0.8832692503929138,13259,0.5951519012451172,1
11638,451.0090026855469,195.0361328125,76.92903137207031,0.9189239144325256,11843,0.5405982732772827,1
13321,467.4079895019531,200.9202880859375,85.13778686523438,0.9057843089103699,13543,0.5986966490745544,1
15368,503.3070068359375,209.4185028076172,94.39366912841797,0.8926543593406677,15709,0.640333354473114,1
13385,477.92999267578125,199.84268188476562,87.0465087890625,0.9001523852348328,13656,0.5659140944480896,1
14784,481.9859924316406,200.02716064453125,94.98056030273438,0.880073070526123,15005,0.7215931415557861,1
16963,536.0330200195312,220.32757568359375,99.40977478027344,0.8924275040626526,17467,0.5920767784118652,1
15140,502.5530090332031,213.89561462402344,90.89737701416016,0.9052115082740784,15491,0.7582131624221802,1
14713,500.1600036621094,207.158203125,91.4610595703125,0.8972595930099487,15111,0.571933925151825,1
13684,505.6549987792969,213.5936279296875,83.51058959960938,0.9203996658325195,14158,0.5776277184486389,1
13424,461.468994140625,186.50674438476562,92.6717529296875,0.8678184151649475,13702,0.6755233407020569,1
14020,488.5820007324219,207.2651824951172,86.79779815673828,0.908089280128479,14271,0.5539093613624573,1
14725,472.9020080566406,193.12355041503906,97.7160873413086,0.8625469207763672,15084,0.6343154907226562,1
15603,511.7439880371094,211.1042022705078,95.43998718261719,0.8919677734375,16021,0.5805119276046753,1
15433,519.52197265625,218.3880157470703,91.67455291748047,0.9076266884803772,15887,0.7794444561004639,1
15371,497.6650085449219,212.74893188476562,92.46556854248047,0.9006125330924988,15587,0.8120773434638977,1
14018,480.8680114746094,203.97837829589844,88.12711334228516,0.9018537402153015,14287,0.7224283814430237,1
12879,476.5769958496094,203.1659698486328,81.26083374023438,0.9165270924568176,13105,0.6603938341140747,1
14992,502.61700439453125,213.9413299560547,89.97850036621094,0.9072574973106384,15162,0.5546429753303528,1
15275,509.8550109863281,217.5546875,90.1838150024414,0.9100338220596313,15582,0.6676136255264282,1
13762,481.7699890136719,205.04078674316406,86.93547058105469,0.9056663513183594,14101,0.755489706993103,1
15762,507.6409912109375,205.60055541992188,99.32084655761719,0.8755780458450317,16261,0.6636351943016052,1
14143,483.864990234375,200.8781280517578,90.59234619140625,0.8925332427024841,14427,0.5976588726043701,1
15226,500.1700134277344,205.31500244140625,96.17768859863281,0.8834955096244812,15594,0.7934340834617615,1
14226,491.3890075683594,213.78671264648438,85.35411834716797,0.9168425798416138,14483,0.6643937826156616,1
14654,498.1029968261719,214.654296875,87.38054656982422,0.9133944511413574,14907,0.8037516474723816,1
14928,499.39300537109375,212.40379333496094,90.70808410644531,0.9042257070541382,15269,0.7974358797073364,1
15050,502.59100341796875,206.38658142089844,93.80850219726562,0.8907324075698853,15464,0.5912162065505981,1
12158,441.4779968261719,182.28729248046875,85.52101135253906,0.8831157684326172,12359,0.7155131697654724,1
15783,510.1940002441406,219.55177307128906,92.24810791015625,0.9074474573135376,16024,0.79792720079422,1
14236,486.1789855957031,201.70468139648438,90.64240264892578,0.8933398127555847,14545,0.6561577916145325,1
15373,489.1310119628906,200.1409149169922,98.96591186523438,0.8691883087158203,15617,0.776414155960083,1
15139,508.9700012207031,217.3360137939453,89.95793151855469,0.9103170037269592,15394,0.5498892068862915,1
15228,505.2650146484375,209.62527465820312,93.52686309814453,0.8949521780014038,15501,0.739223301410675,1
14556,487.41900634765625,208.73126220703125,89.19512176513672,0.9041002988815308,14819,0.7764856219291687,1
13279,483.6579895019531,201.33822631835938,85.47550201416016,0.905410647392273,13691,0.5763455033302307,1
16000,515.3809814453125,215.71432495117188,94.95480346679688,0.8979057669639587,16289,0.6736558675765991,1
14712,503.71099853515625,217.60972595214844,87.28523254394531,0.9160302877426147,15109,0.8031444549560547,1
13840,476.9010009765625,201.6256866455078,88.24250030517578,0.8991429805755615,14205,0.6305813789367676,1
12975,458.5469970703125,189.81834411621094,87.655029296875,0.8869925141334534,13254,0.7090163826942444,1
15862,507.5480041503906,214.8732452392578,94.80011749267578,0.8974133133888245,16098,0.8083371520042419,1
17338,530.0440063476562,222.08436584472656,100.54911804199219,0.8916365504264832,17725,0.7924493551254272,1
16893,523.2540283203125,216.24049377441406,100.40816497802734,0.8856593370437622,17293,0.6810594797134399,1
15546,518.9429931640625,219.22653198242188,91.38640594482422,0.9089714884757996,15967,0.5535141825675964,1
15269,519.7659912109375,222.4195556640625,88.28182983398438,0.9178550243377686,15620,0.5657489895820618,1
15583,510.6910095214844,217.35154724121094,92.12089538574219,0.9057400822639465,15826,0.686959981918335,1
14840,512.0079956054688,220.51431274414062,86.41502380371094,0.9200165867805481,15160,0.5641727447509766,1
14805,484.6319885253906,202.98023986816406,93.69647216796875,0.8870861530303955,15090,0.7842046618461609,1
13860,483.97100830078125,207.78919982910156,85.96106719970703,0.9104161858558655,14047,0.6481481194496155,1
12468,461.54998779296875,196.8182830810547,81.54729461669922,0.9101276993751526,12786,0.6765056848526001,1
13913,493.60699462890625,212.9854736328125,83.99134826660156,0.9189592599868774,14218,0.572127640247345,1
12978,465.8500061035156,199.12939453125,83.91191864013672,0.9068776965141296,13210,0.7351308465003967,1
13657,469.23699951171875,193.107421875,90.77803802490234,0.8826180100440979,13930,0.6153464913368225,1
14246,488.9159851074219,210.75372314453125,86.88517761230469,0.9110665321350098,14453,0.7480571269989014,1
13651,502.0799865722656,222.0735626220703,79.33726501464844,0.9340062141418457,14034,0.7926489114761353,1
13677,485.52899169921875,207.3946075439453,85.14314270019531,0.9118439555168152,13874,0.5856634974479675,1
15107,488.8659973144531,205.2152099609375,94.36981964111328,0.8879925608634949,15322,0.7872329354286194,1
14956,490.2560119628906,204.54122924804688,93.75128936767578,0.8887722492218018,15196,0.6727845072746277,1
15448,521.3179931640625,224.89053344726562,88.73651123046875,0.9188631176948547,15847,0.7053881287574768,1
14898,501.4949951171875,215.56333923339844,88.77059936523438,0.9112708568572998,15156,0.6585042476654053,1
13683,490.7929992675781,210.28196716308594,84.0450210571289,0.9166557192802429,14187,0.7739253640174866,1
12412,456.5799865722656,191.57162475585938,83.44985961914062,0.9001371264457703,12779,0.6495028734207153,1
13933,471.7139892578125,193.5167236328125,91.8762435913086,0.8801090717315674,14177,0.7446421980857849,1
15500,502.3210144042969,213.36700439453125,93.55457305908203,0.8987468481063843,15724,0.8149744868278503,1
14747,494.9419860839844,209.20590209960938,90.64753723144531,0.9012529253959656,15124,0.5560289621353149,1
15144,503.3240051269531,212.1953887939453,91.77615356445312,0.9016302227973938,15469,0.6278607249259949,1
13970,494.65399169921875,211.74269104003906,85.07025146484375,0.9157439470291138,14280,0.6962719559669495,1
12375,451.08099365234375,185.78115844726562,86.23738098144531,0.8857367038726807,12755,0.6497427225112915,1
15484,504.8190002441406,211.28805541992188,94.47180938720703,0.8944723606109619,15795,0.679122805595398,1
13541,478.46099853515625,206.69949340820312,84.09855651855469,0.9134888052940369,13768,0.8134686946868896,1
13455,468.86199951171875,196.68490600585938,87.98445129394531,0.8943654298782349,13730,0.6549357771873474,1
13043,471.35699462890625,199.28964233398438,84.55069732666016,0.9055402278900146,13422,0.7364349961280823,1
13697,482.3840026855469,206.7344512939453,85.1809310913086,0.9111700057983398,13927,0.597079336643219,1
15004,506.9440002441406,218.60362243652344,88.09037017822266,0.9152138829231262,15277,0.7148846983909607,1
14634,493.0270080566406,208.1361541748047,90.37943267822266,0.9008009433746338,14898,0.7102504372596741,1
13814,481.4159851074219,203.06234741210938,87.3184814453125,0.9028249382972717,14112,0.6374711394309998,1
16480,525.1539916992188,220.30812072753906,96.4774398803711,0.8990136981010437,16842,0.5762640833854675,1
12403,451.2439880371094,194.00619506835938,82.41925048828125,0.9052740931510925,12596,0.8306878209114075,1
13574,481.1570129394531,206.4676513671875,84.42449188232422,0.9125794768333435,13870,0.8096147179603577,1
14253,485.02301025390625,202.32994079589844,90.59917449951172,0.8941440582275391,14522,0.6226192712783813,1
15586,505.87701416015625,218.57321166992188,91.24372100830078,0.9086992144584656,15814,0.823784351348877,1
14906,497.82501220703125,211.34190368652344,90.6529541015625,0.9033330678939819,15150,0.5974827408790588,1
15123,518.2579956054688,226.38143920898438,85.84078216552734,0.9253202676773071,15378,0.6369187831878662,1
12974,460.4169921875,191.32577514648438,87.28570556640625,0.8898695707321167,13310,0.6772105693817139,1
15513,522.5040283203125,224.2758331298828,89.01466369628906,0.9178626537322998,15967,0.5661678910255432,1
